backbone,dish_id,session,rung,damage,cal_true,cal_pred,cal_abs_err,mass_true,mass_pred,mass_abs_err,mahalanobis,knn_dist,ensemble_spread,learned_error,blend,pred_magnitude,lap_var,tenengrad,blockiness,hf_ratio
vit_base_patch16_clip_224.openai,dish_1565020926,95,jpeg10,heavy JPEG,398.496,380.243,18.2536,489,403.981,85.0195,8.31804,62.2481,24.501,59.8644,46.3025,380.243,99.3172,182.633,1.73988,0.00962316
vit_base_patch16_clip_224.openai,dish_1564689168,93,jpeg10,heavy JPEG,352.947,414.394,61.4474,339,393.018,54.0181,7.53293,53.9981,19.1685,86.8097,88.1853,414.394,179.916,349.569,1.33642,0.0130759
vit_base_patch16_clip_224.openai,dish_1560456348,36,jpeg10,heavy JPEG,210.283,281.941,71.6581,149,196.559,47.559,8.37738,59.6923,34.5335,61.7904,53.7892,281.941,170.621,321.315,1.77728,0.0162101
vit_base_patch16_clip_224.openai,dish_1558641287,18,jpeg10,heavy JPEG,11.52,99.9967,88.4767,64,148.339,84.3389,6.65321,46.2342,23.1594,22.2541,5.04016,99.9967,150.442,302.868,1.38989,0.0194476
vit_base_patch16_clip_224.openai,dish_1558373008,8,jpeg10,heavy JPEG,251.558,268.309,16.7512,73,114.523,41.5226,6.74223,50.3412,18.6003,70.8821,69.1237,268.309,164.645,336.981,1.14025,0.0207605
vit_base_patch16_clip_224.openai,dish_1561577947,45,jpeg10,heavy JPEG,623.204,539.538,83.6664,424,394.657,29.3432,6.61985,51.3592,18.1705,127.527,147.961,539.538,285.279,592.666,1.55041,0.0184646
vit_base_patch16_clip_224.openai,dish_1558639440,17,jpeg10,heavy JPEG,60.32,119.398,59.0779,116,176.376,60.3764,7.30965,48.4751,20.0318,22.3017,1.6092,119.398,124.518,268.461,1.50461,0.0173417
vit_base_patch16_clip_224.openai,dish_1565894889,105,jpeg10,heavy JPEG,257.813,331.446,73.6335,74,168.771,94.7711,6.82334,58.2983,24.547,66.0007,59.7707,331.446,76.1063,155.951,1.69153,0.0128766
vit_base_patch16_clip_224.openai,dish_1561147944,41,jpeg10,heavy JPEG,42.371,131.242,88.8714,34,145.255,111.255,8.08202,58.9091,19.5935,62.5041,50.5801,131.242,134.422,247.485,1.37406,0.0130745
vit_base_patch16_clip_224.openai,dish_1557937079,3,jpeg10,heavy JPEG,146.07,304.875,158.805,27,141.013,114.013,7.48325,63.1789,18.4059,49.4704,30.6027,304.875,94.3969,171.814,2.24498,0.0172494
vit_base_patch16_clip_224.openai,dish_1558641320,18,jpeg10,heavy JPEG,211.59,243.324,31.7343,336,300.983,35.0168,7.61799,49.785,17.4798,58.1885,49.7097,243.324,179.23,359.634,1.47158,0.0255531
vit_base_patch16_clip_224.openai,dish_1567007848,122,jpeg10,heavy JPEG,100.3,264.557,164.257,243,358.08,115.08,7.49649,54.1673,18.3034,58.6555,48.425,264.557,95.3491,190.881,1.40128,0.0126912
vit_base_patch16_clip_224.openai,dish_1565810969,104,jpeg10,heavy JPEG,4.6,213.785,209.185,20,227.367,207.367,9.02865,54.1149,32.8456,111.933,125.379,213.785,206.276,384.18,1.38491,0.00948627
vit_base_patch16_clip_224.openai,dish_1562168800,58,jpeg10,heavy JPEG,237.525,325.474,87.9492,242,353.92,111.92,7.63855,56.2992,20.3423,56.2579,44.3331,325.474,149.634,280.181,1.60593,0.0155962
vit_base_patch16_clip_224.openai,dish_1564687046,92,jpeg10,heavy JPEG,374.794,358.453,16.3413,308,297.923,10.0767,8.92936,56.4852,21.0051,91.254,91.1767,358.453,168.29,330.85,1.23293,0.0139353
vit_base_patch16_clip_224.openai,dish_1563221054,73,jpeg10,heavy JPEG,298.878,378.978,80.1005,170,287.762,117.762,6.48682,50.5511,31.5883,74.3471,78.8087,378.978,184.474,355.779,1.18318,0.0133485
vit_base_patch16_clip_224.openai,dish_1565898361,107,jpeg10,heavy JPEG,370.671,374.751,4.07935,202,262.635,60.6351,7.29303,55.4616,17.4338,96.3467,100.554,374.751,124.906,250.768,1.52161,0.0145846
vit_base_patch16_clip_224.openai,dish_1560367926,34,jpeg10,heavy JPEG,408.523,461.389,52.8663,194,212.952,18.9523,7.09401,52.0983,18.1418,86.1482,88.7421,461.389,176.158,322.78,1.71472,0.0127196
vit_base_patch16_clip_224.openai,dish_1560444869,35,jpeg10,heavy JPEG,14.04,205.64,191.6,39,183.781,144.781,10.6475,64.5266,24.5479,64.8281,47.8584,205.64,113.035,199.544,1.6306,0.0148265
vit_base_patch16_clip_224.openai,dish_1559850283,31,jpeg10,heavy JPEG,271.707,322.423,50.7156,47,143.427,96.4267,6.233,49.8758,15.0651,107.751,120.702,322.423,75.6097,164.104,1.65313,0.0124408
vit_base_patch16_clip_224.openai,dish_1566502505,115,jpeg10,heavy JPEG,454.517,485.236,30.7191,275,329.587,54.5866,6.59363,53.5814,21.7418,107.628,120.136,485.236,150.062,292.77,1.29981,0.0136931
vit_base_patch16_clip_224.openai,dish_1565811091,104,jpeg10,heavy JPEG,504.4,473.613,30.7873,371,423.235,52.2345,7.70487,54.361,22.6394,141.698,165.752,473.613,330.516,615.785,1.15155,0.0179778
vit_base_patch16_clip_224.openai,dish_1561739265,52,jpeg10,heavy JPEG,292.04,328.251,36.2109,308,389.106,81.1056,6.91792,53.1268,21.6303,49.8061,38.7908,328.251,171.829,314.183,1.44596,0.0180576
vit_base_patch16_clip_224.openai,dish_1558373159,8,jpeg10,heavy JPEG,1013.34,523.348,489.989,334,347.071,13.0709,7.30685,52.1898,36.3749,130.148,156.246,523.348,220.879,428.74,1.13162,0.0206928
vit_base_patch16_clip_224.openai,dish_1565035830,98,jpeg10,heavy JPEG,340.128,463.326,123.198,414,441.744,27.7445,7.14922,58.523,26.1778,95.6885,101.21,463.326,225.094,442.56,1.30622,0.0158329
vit_base_patch16_clip_224.openai,dish_1562788568,67,jpeg10,heavy JPEG,289.203,416.475,127.271,230,328.199,98.1989,6.76702,55.7934,25.3875,92.2146,98.2703,416.475,85.9453,169.456,1.76373,0.0120645
vit_base_patch16_clip_224.openai,dish_1558376483,9,jpeg10,heavy JPEG,735.03,539.762,195.268,270,325.204,55.2039,7.71106,51.161,29.0378,146.36,176.267,539.762,240.583,475.966,1.25863,0.0226547
vit_base_patch16_clip_224.openai,dish_1561739160,52,jpeg10,heavy JPEG,34.77,137.629,102.859,61,222.442,161.442,8.13079,61.3812,29.5225,29.8487,6.81732,137.629,133.004,245.003,1.41023,0.0206834
vit_base_patch16_clip_224.openai,dish_1558549773,14,jpeg10,heavy JPEG,2.3,27.8419,25.5419,10,73.0042,63.0042,5.84888,52.7043,17.5033,43.0254,30.0027,27.8419,138.764,294.575,1.41166,0.0182853
vit_base_patch16_clip_224.openai,dish_1561574394,44,jpeg10,heavy JPEG,61.5024,204.773,143.271,82,238.427,156.427,8.71494,60.1853,29.8571,67.2601,58.9566,204.773,194.614,394.433,1.62659,0.0134341
vit_base_patch16_clip_224.openai,dish_1558461760,10,jpeg10,heavy JPEG,10.98,60.4346,49.4546,61,75.3812,14.3812,6.88814,48.3873,16.3577,19.4456,-2.86376,60.4346,148.795,310.167,1.40094,0.0212464
vit_base_patch16_clip_224.openai,dish_1563909469,83,jpeg10,heavy JPEG,72.4028,60.4104,11.9925,64,92.204,28.204,7.09954,55.3041,25.9336,52.4197,42.4052,60.4104,153.834,304.373,1.33776,0.0156239
vit_base_patch16_clip_224.openai,dish_1558376938,9,jpeg10,heavy JPEG,51.06,202.789,151.729,74,156.057,82.0568,6.92292,48.0802,25.9962,39.0084,27.9796,202.789,171.763,352.163,1.10577,0.02066
vit_base_patch16_clip_224.openai,dish_1565986733,109,jpeg10,heavy JPEG,387.929,397.678,9.74908,287,303.102,16.102,6.91209,52.6054,18.8527,92.5636,98.0145,397.678,179.164,301.75,1.50484,0.0174189
vit_base_patch16_clip_224.openai,dish_1558639555,17,jpeg10,heavy JPEG,156.049,328.402,172.353,320,318.258,1.74155,8.08141,54.5391,22.0117,86.4195,87.3458,328.402,199.905,413.616,1.54269,0.0206247
vit_base_patch16_clip_224.openai,dish_1558546558,13,jpeg10,heavy JPEG,254.364,292.535,38.1709,44,76.4166,32.4166,7.88168,48.3651,23.8832,121.749,141.267,292.535,164.55,342.516,1.26563,0.0207282
vit_base_patch16_clip_224.openai,dish_1563984242,84,jpeg10,heavy JPEG,402.117,617.476,215.359,753,623.125,129.875,7.53264,55.5703,27.4385,107.681,119.404,617.476,114.017,226.268,1.81173,0.0135631
vit_base_patch16_clip_224.openai,dish_1559849097,30,jpeg10,heavy JPEG,495.928,302.733,193.195,325,286.016,38.9836,6.44721,57.2484,16.3771,90.6764,92.7566,302.733,91.7149,186,1.87744,0.0116229
vit_base_patch16_clip_224.openai,dish_1563566965,80,jpeg10,heavy JPEG,370.827,394.699,23.8722,286,383.793,97.7931,7.55414,51.2931,23.4169,91.4074,97.563,394.699,201.089,394.471,1.37999,0.0115144
vit_base_patch16_clip_224.openai,dish_1566849895,119,jpeg10,heavy JPEG,112.31,247.045,134.735,153,207.308,54.3078,9.2402,54.5971,23.9717,101.247,106.697,247.045,156.528,295.511,1.33706,0.013408
vit_base_patch16_clip_224.openai,dish_1559157919,23,jpeg10,heavy JPEG,37.0946,95.9861,58.8915,39,112.441,73.4412,7.22116,51.2622,23.2485,60.6753,55.0724,95.9861,249.226,444.226,1.55548,0.0246374
vit_base_patch16_clip_224.openai,dish_1558113477,7,jpeg10,heavy JPEG,289.05,392.268,103.218,50,154.255,104.255,6.67383,48.3026,24.7749,91.1545,100.91,392.268,161.061,324.169,1.17704,0.0203644
vit_base_patch16_clip_224.openai,dish_1559238993,25,jpeg10,heavy JPEG,61.56,185.57,124.01,108,199.754,91.7544,7.6804,53.9077,23.764,46.7602,33.4721,185.57,170.25,323.718,1.48534,0.0196513
vit_base_patch16_clip_224.openai,dish_1562788506,67,jpeg10,heavy JPEG,114.588,181.382,66.7938,108,181.575,73.5752,8.87504,62.306,16.5264,46.9353,24.4119,181.382,50.6177,104.864,1.72909,0.0159477
vit_base_patch16_clip_224.openai,dish_1562774129,64,jpeg10,heavy JPEG,73.0835,198.8,125.717,77,201.502,124.502,7.76767,56.062,37.4094,53.5767,46.3864,198.8,124.636,235.995,1.28816,0.0118791
vit_base_patch16_clip_224.openai,dish_1559578551,26,jpeg10,heavy JPEG,124.43,245.739,121.309,23,46.0134,23.0134,7.30181,51.4131,20.2504,52.4484,42.2852,245.739,131.938,262.233,1.47734,0.0183297
vit_base_patch16_clip_224.openai,dish_1562788536,67,jpeg10,heavy JPEG,245.132,349.44,104.308,190,261.037,71.0372,6.62993,57.0431,23.7105,89.8966,93.9915,349.44,81.803,159.699,1.82991,0.0129317
vit_base_patch16_clip_224.openai,dish_1559233756,24,jpeg10,heavy JPEG,189.85,301.954,112.104,222,273.877,51.8774,6.67944,55.6802,23.9515,64.7598,59.5402,301.954,192.09,382.133,1.45585,0.025314
vit_base_patch16_clip_224.openai,dish_1564428181,89,jpeg10,heavy JPEG,510.051,510.263,0.212251,320,336.987,16.9873,6.43084,53.0319,17.8387,120.946,138.034,510.263,263.841,517.553,1.22686,0.0135537
vit_base_patch16_clip_224.openai,dish_1565118729,100,jpeg10,heavy JPEG,435.493,300.159,135.335,248,227.7,20.3,8.06212,62.7464,33.5784,70.0646,63.9076,300.159,125.376,256.827,1.27946,0.0120888
vit_base_patch16_clip_224.openai,dish_1568305225,125,jpeg10,heavy JPEG,428.668,393.229,35.4387,144,296.179,152.179,7.73031,64.6294,29.0669,58.5182,45.7169,393.229,134.502,267.915,1.51526,0.0113154
vit_base_patch16_clip_224.openai,dish_1566414291,112,jpeg10,heavy JPEG,345.142,441.616,96.4742,244,313.387,69.3875,6.73867,54.823,37.1656,94.8736,106.661,441.616,119.643,238.271,1.41044,0.0151906
vit_base_patch16_clip_224.openai,dish_1561661347,48,jpeg10,heavy JPEG,50.67,262.387,211.717,132,254.374,122.374,8.05597,60.3058,25.5389,74.5797,68.8189,262.387,197.548,372.481,1.25737,0.0202095
vit_base_patch16_clip_224.openai,dish_1566501575,114,jpeg10,heavy JPEG,251.694,380.997,129.303,54,299.706,245.706,7.52232,59.2715,22.7363,95.6733,98.917,380.997,147.185,310.499,1.45721,0.0133163
vit_base_patch16_clip_224.openai,dish_1563218408,72,jpeg10,heavy JPEG,245.34,274.065,28.7249,87,208.558,121.558,8.11409,61.1252,17.7353,73.8808,64.58,274.065,196.324,317.912,1.45767,0.00949546
vit_base_patch16_clip_224.openai,dish_1561661377,48,jpeg10,heavy JPEG,306.334,423.88,117.547,294,381.939,87.9394,6.92211,51.002,27.011,100.36,112.631,423.88,194.598,354.409,1.37207,0.0201735
vit_base_patch16_clip_224.openai,dish_1558639876,17,jpeg10,heavy JPEG,68.18,294.326,226.146,215,258.217,43.2168,9.26197,54.7692,20.1571,99.0188,102.122,294.326,242.946,500.655,1.38379,0.0238455
vit_base_patch16_clip_224.openai,dish_1566849862,119,jpeg10,heavy JPEG,77.05,121.755,44.7051,67,131.118,64.118,9.44921,59.3805,15.0542,72.0056,59.6222,121.755,144.942,275.712,1.34888,0.0108746
vit_base_patch16_clip_224.openai,dish_1566502573,115,jpeg10,heavy JPEG,821.51,616.884,204.626,487,484.927,2.07325,6.22581,51.3857,39.3689,134.263,165.417,616.884,166.096,330.021,1.2747,0.01443
vit_base_patch16_clip_224.openai,dish_1562009810,55,jpeg10,heavy JPEG,119.88,206.59,86.7099,108,148.996,40.9959,7.9555,63.2088,27.5677,83.1506,80.0874,206.59,174.923,301.452,1.26529,0.0213672
vit_base_patch16_clip_224.openai,dish_1564675411,91,jpeg10,heavy JPEG,235.531,425.266,189.735,308,378.348,70.348,7.48989,59.6054,25.198,80.0631,77.7776,425.266,153.13,281.137,1.32021,0.0169952
vit_base_patch16_clip_224.openai,dish_1560203424,33,jpeg10,heavy JPEG,451.754,377.371,74.3834,138,159.288,21.2878,7.76831,54.2694,25.4886,75.5822,74.0779,377.371,129.362,249.529,1.86919,0.0138674
vit_base_patch16_clip_224.openai,dish_1562790824,68,jpeg10,heavy JPEG,437.072,445.744,8.6721,368,312.981,55.0187,6.92204,52.0513,29.5696,111.802,128.959,445.744,126.94,247.782,1.46851,0.0114986
vit_base_patch16_clip_224.openai,dish_1558030289,4,jpeg10,heavy JPEG,38.52,105.286,66.7662,107,161.885,54.8848,6.90118,56.3342,32.2722,38.3198,24.6303,105.286,134.527,279.356,1.17583,0.0201116
vit_base_patch16_clip_224.openai,dish_1560444985,35,jpeg10,heavy JPEG,198.938,334.774,135.836,264,310.151,46.1506,7.56229,58.0914,24.1112,81.2204,79.7365,334.774,132.934,275.585,1.6713,0.0161158
vit_base_patch16_clip_224.openai,dish_1563984140,84,jpeg10,heavy JPEG,245.44,334.233,88.7933,472,302.67,169.33,8.18544,60.5836,24.108,97.4589,99.9823,334.233,83.4404,168.247,1.90588,0.0158026
vit_base_patch16_clip_224.openai,dish_1561662160,49,jpeg10,heavy JPEG,41.8383,172.181,130.342,36,138.897,102.897,7.46839,51.5149,18.2635,69.171,64.6655,172.181,141.198,282.902,1.32812,0.0155291
vit_base_patch16_clip_224.openai,dish_1558641164,18,jpeg10,heavy JPEG,80.08,145.074,64.9942,154,214.625,60.6254,7.65425,47.782,16.5988,22.065,-0.137544,145.074,147.324,288.638,1.48286,0.0208706
vit_base_patch16_clip_224.openai,dish_1558110335,6,jpeg10,heavy JPEG,37.87,207.763,169.893,7,121.548,114.548,6.7256,56.7472,22.3537,60.5598,52.4288,207.763,145.532,284.611,1.22224,0.0190724
vit_base_patch16_clip_224.openai,dish_1565811061,104,jpeg10,heavy JPEG,380.32,388.6,8.28025,324,395.78,71.78,9.21418,56.1962,23.4558,126.904,141.608,388.6,274.543,510.561,1.206,0.013896
vit_base_patch16_clip_224.openai,dish_1559844490,28,jpeg10,heavy JPEG,108.36,230.502,122.142,180,250.993,70.9928,6.35668,51.9354,18.7827,55.5452,47.5049,230.502,91.6171,181.429,1.80201,0.0127021
vit_base_patch16_clip_224.openai,dish_1562786103,66,jpeg10,heavy JPEG,93.081,193.284,100.203,57,187.72,130.72,8.73389,65.8322,16.5916,49.1948,25.887,193.284,82.8179,170.137,1.58675,0.012058
vit_base_patch16_clip_224.openai,dish_1563897087,81,jpeg10,heavy JPEG,102.44,249.997,147.557,231,219.196,11.8041,7.69877,59.9153,16.1424,74.4279,66.2074,249.997,107.295,196.596,1.46592,0.0129247
vit_base_patch16_clip_224.openai,dish_1566590007,117,jpeg10,heavy JPEG,740.762,548.672,192.09,457,457.449,0.449483,8.0956,60.2648,35.2699,103.053,112.017,548.672,169.952,312.895,1.6205,0.0134642
vit_base_patch16_clip_224.openai,dish_1560975517,40,jpeg10,heavy JPEG,42.39,182.241,139.851,99,194.88,95.8798,7.76199,52.5002,23.1656,93.9773,100.034,182.241,143.551,267.962,1.59957,0.0213695
vit_base_patch16_clip_224.openai,dish_1557936645,3,jpeg10,heavy JPEG,11.88,191.018,179.138,36,165.087,129.087,6.93581,58.8459,15.3081,33.7603,10.914,191.018,90.9035,165.686,2.20926,0.0162411
vit_base_patch16_clip_224.openai,dish_1565020796,95,jpeg10,heavy JPEG,90.6,352.066,261.466,99,241.531,142.531,7.31931,58.4099,23.6862,63.6527,55.2398,352.066,89.7453,160.577,1.86651,0.0183632
vit_base_patch16_clip_224.openai,dish_1559578579,26,jpeg10,heavy JPEG,142.58,293.823,151.243,78,158.871,80.8713,7.10503,54.8454,17.8256,66.6575,59.7857,293.823,183.516,348.135,1.43743,0.0220112
vit_base_patch16_clip_224.openai,dish_1557862783,2,jpeg10,heavy JPEG,442.98,416.388,26.5921,258,257.195,0.805049,8.93812,56.6336,19.2554,108.165,114.158,416.388,197.309,280.114,2.17946,0.024935
vit_base_patch16_clip_224.openai,dish_1560975601,40,jpeg10,heavy JPEG,233.936,507.092,273.157,253,434.316,181.316,7.22754,50.5803,36.7149,135.428,164.795,507.092,192.204,363.081,1.44664,0.019778
vit_base_patch16_clip_224.openai,dish_1560367952,34,jpeg10,heavy JPEG,414.733,245.048,169.685,221,264.729,43.7285,7.71307,51.8103,25.3782,79.7664,81.3673,245.048,217.753,401.063,1.58349,0.0130599
vit_base_patch16_clip_224.openai,dish_1563565454,79,jpeg10,heavy JPEG,350.789,281.585,69.2043,322,291.016,30.9838,6.56635,54.4446,19.0815,80.6351,80.9782,281.585,177.216,325.401,1.30399,0.0135121
vit_base_patch16_clip_224.openai,dish_1562703408,63,jpeg10,heavy JPEG,311.209,377.127,65.9173,196,309.221,113.221,7.54262,58.7476,19.1119,78.8289,74.3267,377.127,97.9158,182.013,1.60631,0.0106886
vit_base_patch16_clip_224.openai,dish_1564689138,93,jpeg10,heavy JPEG,268.267,321.784,53.5175,223,282.983,59.9832,7.41578,51.9579,18.3893,77.6629,76.4493,321.784,163.16,314.663,1.42536,0.0123783
vit_base_patch16_clip_224.openai,dish_1563221086,73,jpeg10,heavy JPEG,328.278,424.15,95.8724,254,319.668,65.668,5.9973,46.8558,17.5205,95.6146,106.655,424.15,189.29,353.786,1.58109,0.0121576
vit_base_patch16_clip_224.openai,dish_1567007814,122,jpeg10,heavy JPEG,73,199.141,126.141,152,291.579,139.579,7.84089,54.8349,20.6314,46.4512,31.1535,199.141,92.68,181.318,1.60981,0.0137923
vit_base_patch16_clip_224.openai,dish_1565896701,106,jpeg10,heavy JPEG,294.473,242.95,51.5236,184,240.887,56.8868,8.19671,62.767,27.7339,56.4676,42.5909,242.95,85.3665,178.164,1.35503,0.0128749
vit_base_patch16_clip_224.openai,dish_1557937615,3,jpeg10,heavy JPEG,6.93,133.949,127.019,21,151.013,130.013,7.28191,61.2911,22.9636,26.4045,1.28409,133.949,84.2581,154.222,2.16392,0.0156879
vit_base_patch16_clip_224.openai,dish_1564427455,88,jpeg10,heavy JPEG,354.26,410.808,56.5481,218,283.621,65.6207,7.93636,58.3305,39.9413,88.898,95.169,410.808,237.161,418.88,1.3677,0.0146404
vit_base_patch16_clip_224.openai,dish_1564588859,90,jpeg10,heavy JPEG,183.586,339.857,156.271,257,269.331,12.3308,7.83364,58.0136,27.1289,71.5004,66.7281,339.857,85.1216,149.615,1.74802,0.0191101
vit_base_patch16_clip_224.openai,dish_1561577848,45,jpeg10,heavy JPEG,413.348,432.992,19.6439,254,315.558,61.5582,7.85013,55.8567,29.8867,94.9238,101.66,432.992,155.902,327.377,1.8139,0.0143435
vit_base_patch16_clip_224.openai,dish_1563389600,76,jpeg10,heavy JPEG,451.428,337.477,113.951,264,293.957,29.9565,8.16463,60.8421,22.3588,79.2562,73.7762,337.477,146.914,285.934,1.42689,0.0102811
vit_base_patch16_clip_224.openai,dish_1566316726,110,jpeg10,heavy JPEG,409.523,566.41,156.887,685,518.052,166.948,7.63627,56.5402,18.2064,123.819,138.087,566.41,93.8427,187.788,1.82245,0.0124737
vit_base_patch16_clip_224.openai,dish_1562776465,65,jpeg10,heavy JPEG,173.432,343.743,170.311,212,280.659,68.6589,6.65713,54.7873,24.1303,80.2166,81.787,343.743,136.588,254.498,1.56773,0.0136466
vit_base_patch16_clip_224.openai,dish_1568401261,126,jpeg10,heavy JPEG,530.393,432.089,98.3043,443,368.631,74.3686,7.85286,56.8424,17.8604,118.976,130.631,432.089,136.573,249.59,1.69838,0.0194429
vit_base_patch16_clip_224.openai,dish_1559841950,27,jpeg10,heavy JPEG,11.2,128.911,117.711,32,152.984,120.984,7.69381,61.183,19.5427,29.1317,3.24726,128.911,71.7805,148.261,1.73788,0.0116781
vit_base_patch16_clip_224.openai,dish_1558375667,9,jpeg10,heavy JPEG,687.939,467.234,220.705,119,186.676,67.6761,7.07246,48.0054,26.9928,121.445,143.558,467.234,192.771,375.701,1.09704,0.0212925
vit_base_patch16_clip_224.openai,dish_1558639482,17,jpeg10,heavy JPEG,30.769,115.69,84.9213,29,157.085,128.085,7.30256,55.8726,21.6179,33.5395,13.7913,115.69,117.376,248.805,1.46758,0.0173066
vit_base_patch16_clip_224.openai,dish_1566328805,111,jpeg10,heavy JPEG,927.81,580.364,347.446,488,467.085,20.9149,7.7111,58.7697,29.3624,80.1845,79.4606,580.364,149.301,305.702,1.48174,0.0187956
vit_base_patch16_clip_224.openai,dish_1558114145,7,jpeg10,heavy JPEG,57.27,256.5,199.23,83,200.066,117.066,7.17516,47.4975,22.848,45.6587,36.0799,256.5,162.068,335.525,1.16098,0.0208396
vit_base_patch16_clip_224.openai,dish_1562700593,62,jpeg10,heavy JPEG,385.774,547.943,162.169,384,345.587,38.4131,7.74648,51.456,32.1967,116.577,135.419,547.943,190.713,364.306,1.52361,0.0139017
vit_base_patch16_clip_224.openai,dish_1557937574,3,jpeg10,heavy JPEG,5.59,107.175,101.585,13,90.5843,77.5843,7.21008,63.4687,21.1279,28.6675,2.73374,107.175,86.1642,150.714,2.3245,0.0145844
vit_base_patch16_clip_224.openai,dish_1561661324,48,jpeg10,heavy JPEG,33,254.119,221.119,75,216.798,141.798,8.41867,64.5224,23.1496,73.0214,62.8168,254.119,175.017,310.74,1.47888,0.0246068
vit_base_patch16_clip_224.openai,dish_1564588820,90,jpeg10,heavy JPEG,81.12,265.891,184.771,156,250.827,94.8271,7.98561,59.3906,22.113,68.7191,60.0599,265.891,65.5679,116.723,1.87427,0.020899
vit_base_patch16_clip_224.openai,dish_1566414225,112,jpeg10,heavy JPEG,125.182,260.039,134.857,88,220.663,132.663,6.60797,56.6303,21.8191,70.9944,67.1324,260.039,97.6845,204.396,1.24362,0.0172819
vit_base_patch16_clip_224.openai,dish_1568305257,125,jpeg10,heavy JPEG,837.148,526.371,310.777,420,394.299,25.7007,7.57369,59.1358,23.6301,102.146,108.276,526.371,143.141,284.973,1.57586,0.0127378
vit_base_patch16_clip_224.openai,dish_1564773826,94,jpeg10,heavy JPEG,10.08,19.6284,9.54838,56,109.629,53.6288,7.43023,55.589,17.4761,16.8343,-11.1078,19.6284,115.445,229.839,1.18376,0.016576
vit_base_patch16_clip_224.openai,dish_1562700496,62,jpeg10,heavy JPEG,31,145.887,114.887,124,170.314,46.3141,8.87167,64.1552,26.9617,51.6111,33.5483,145.887,132.69,245.281,1.41717,0.0178901
vit_base_patch16_clip_224.openai,dish_1566850099,119,jpeg10,heavy JPEG,113.058,217.583,104.525,112,194.156,82.1561,6.76606,47.0963,30.676,65.7769,67.9167,217.583,114.599,233.68,1.52869,0.010173
vit_base_patch16_clip_224.openai,dish_1560975628,40,jpeg10,heavy JPEG,348.273,579.817,231.544,296,465.72,169.72,7.0686,52.643,30.1798,129.137,152.857,579.817,195.269,367.965,1.34314,0.0215377
vit_base_patch16_clip_224.openai,dish_1558461431,10,jpeg10,heavy JPEG,1.15,79.1228,77.9728,5,87.631,82.631,6.76972,52.6446,16.6698,46.4549,32.9128,79.1228,167.531,347.539,1.357,0.0217141
vit_base_patch16_clip_224.openai,dish_1558635618,16,jpeg10,heavy JPEG,220.254,294.865,74.6113,334,371.003,37.0027,9.21548,53.3548,24.1107,88.9738,90.2917,294.865,285.22,568.341,1.30947,0.0265998
vit_base_patch16_clip_224.openai,dish_1561148021,41,jpeg10,heavy JPEG,361.765,494.294,132.528,216,281.235,65.2348,6.74436,50.2809,22.1517,73.3098,73.7826,494.294,205.905,381.281,1.33734,0.0171004
vit_base_patch16_clip_224.openai,dish_1566328745,111,jpeg10,heavy JPEG,282.03,349.231,67.2008,203,320.956,117.956,7.66377,56.9695,22.9393,55.5858,43.8725,349.231,147.778,294.094,1.34754,0.0199633
vit_base_patch16_clip_224.openai,dish_1558373074,8,jpeg10,heavy JPEG,73.84,154.933,81.0927,142,186.357,44.3568,7.09655,45.6786,17.3124,26.2879,8.18693,154.933,157.551,299.308,1.17211,0.0220688
vit_base_patch16_clip_224.openai,dish_1561662869,49,jpeg10,heavy JPEG,284.346,343.068,58.7221,192,264.595,72.5951,6.93791,53.1101,17.3917,76.4807,74.6569,343.068,188.959,355.221,1.26503,0.0182665
vit_base_patch16_clip_224.openai,dish_1558544663,11,jpeg10,heavy JPEG,141.44,360.109,218.669,208,271.33,63.3297,8.18782,59.6577,26.578,82.897,80.9536,360.109,152.16,315.196,1.27877,0.0239779
vit_base_patch16_clip_224.openai,dish_1564588919,90,jpeg10,heavy JPEG,335.944,375.026,39.0815,452,401.125,50.8748,7.53308,60.4667,25.0548,68.5482,61.0445,375.026,95.5314,171.023,1.7807,0.0122044
vit_base_patch16_clip_224.openai,dish_1563909580,83,jpeg10,heavy JPEG,544.312,357.618,186.694,361,335.065,25.9351,8.9404,57.6993,38.8149,111.58,125.112,357.618,177.372,347.034,1.39051,0.014189
vit_base_patch16_clip_224.openai,dish_1565894858,105,jpeg10,heavy JPEG,132.84,169.39,36.5498,27,150.815,123.815,7.84593,64.33,20.7568,57.503,41.3804,169.39,73.1855,149.81,1.57733,0.0134801
vit_base_patch16_clip_224.openai,dish_1564689078,93,jpeg10,heavy JPEG,72.3608,90.6497,18.2889,55,129.687,74.6869,7.68197,58.9992,20.0791,37.3194,16.137,90.6497,121.035,241.244,1.24387,0.013683
vit_base_patch16_clip_224.openai,dish_1566414412,112,jpeg10,heavy JPEG,920.12,565.97,354.15,658,436.378,221.622,7.02422,52.219,28.8327,117.347,136.194,565.97,143.836,272.651,1.50446,0.0123692
vit_base_patch16_clip_224.openai,dish_1566502537,115,jpeg10,heavy JPEG,517.644,527.81,10.1661,315,402.674,87.6744,6.21481,51.42,21.7155,107.211,121.42,527.81,154.759,309.599,1.24537,0.0140362
vit_base_patch16_clip_224.openai,dish_1558718587,20,jpeg10,heavy JPEG,10.25,155.082,144.832,41,139.811,98.8107,6.93823,53.8905,21.3257,51.729,40.9172,155.082,124.873,263.356,1.3889,0.0192342
